p0	p1	p2	p3	p4	total	unknown
69860	4529245	4356988	0	0	9188660	232567
96607	3537211	5274330	0	0	9188660	280512
20131	0	8628426	148528	46047	9188660	345528
62186	0	8006641	514380	209507	9188660	395946
40344	0	8296138	320110	112666	9188660	419402
38547	0	8350198	268700	126078	9188660	405137
35373	0	8398940	246099	114716	9188660	393532
86496	0	7519826	792630	225665	9188660	564043
37562	0	8363916	264860	145809	9188660	376513
40052	0	8327666	322175	102001	9188660	396766
40052	0	8294342	317425	112076	9188660	424765
27526	0	8483090	190995	96042	9188660	391007
33717	0	8432793	263690	100245	9188660	358215
44968	0	8187371	393920	99502	9188660	462899
85153	3537067	3869386	738822	244030	9188660	714202
64536	2300301	5567031	493662	246320	9188660	516810
38374	0	8331980	296073	123353	9188660	398880
842	0	8978309	0	0	9188660	209509
107654	959288	5357025	936468	280255	9188660	1547970
120856	0	6062120	1071250	297088	9188660	1637346
125582	1141117	4846011	1099323	346908	9188660	1629719
88548	1605382	5150899	822281	212906	9188660	1308644
166679	447410	5241667	1491112	477201	9188660	1364591
190459	1505148	2743779	1695914	490510	9188660	2562850
136211	3736609	1834324	1223334	367731	9188660	1890451
80987	0	7501037	646353	294163	9188660	666120
85363	0	7526228	707895	267745	9188660	601429
67827	0	7577775	545199	231790	9188660	766069
26820	0	8438166	174207	113745	9188660	435722
34072	0	8399294	235154	133174	9188660	386966
57843	0	8024951	411574	238017	9188660	456275
35549	0	8385017	245933	127877	9188660	394284
122495	1318695	4793610	1090025	369076	9188660	1494759
199841	1324298	2727059	1698944	539838	9188660	2698680
152816	0	5676689	1348997	416417	9188660	1593741
153655	1908942	3197192	1343135	404538	9188660	2181198
36665	0	8386113	276481	130209	9188660	359192
37100	0	8377469	269492	116164	9188660	388435
132337	635911	5155900	1148967	381640	9188660	1733905
32978	0	8436745	245940	99695	9188660	373302
41204	0	8290338	353194	112281	9188660	391643
35978	0	8349857	263643	125839	9188660	413343
27730	0	8482283	182811	107358	9188660	388478
170673	512836	4346777	1420416	484459	9188660	2253499
90612	0	7584243	756043	304391	9188660	453371
46061	0	8223707	358519	153426	9188660	406947
45753	0	8193559	343436	150237	9188660	455675
33355	0	8432236	268684	91571	9188660	362814
46723	0	8157745	416866	119620	9188660	447706
32575	0	8431271	230112	106612	9188660	388090
33441	0	8416329	259854	113695	9188660	365341
87614	0	7594700	721669	309121	9188660	475556
36044	0	8388120	280808	126902	9188660	356786
56923	0	8050846	460943	177465	9188660	442483
28092	0	8483636	224667	82526	9188660	369739
34154	0	8400382	258617	123297	9188660	372210
17357	0	8632622	113148	64357	9188660	361176
758	0	8978633	0	0	9188660	209269
49989	0	8120927	411478	149133	9188660	457133
53618	0	8074939	486584	133774	9188660	439745
30390	0	8465073	205618	109626	9188660	377953
36713	0	8347037	302261	102137	9188660	400512
39314	0	8273734	290618	121762	9188660	463232
139138	320477	5206577	1178424	401635	9188660	1942409
50274	0	8119949	424454	149733	9188660	444250
22908	0	8584037	152263	71686	9188660	357766
32785	0	8437832	248251	96011	9188660	373781
97931	0	7175710	816689	290494	9188660	807836
40933	0	8319157	338732	104517	9188660	385321
39351	0	8304818	334674	105879	9188660	403938
1478	0	8934300	0	0	9188660	252882
53876	0	8040528	432781	157420	9188660	504055
53445	0	8047337	435978	155173	9188660	496727
49825	0	8083278	402877	142562	9188660	510118
98202	0	7203968	851905	290654	9188660	743931
36788	0	8390527	269089	117118	9188660	375138
35912	0	8399974	282345	105875	9188660	364554
38890	0	8333527	302509	126202	9188660	387532
37209	0	8307532	264147	138227	9188660	441545
82016	0	7577596	751095	220522	9188660	557431
64160	0	7906266	557699	165242	9188660	495293
66760	0	7824561	551540	183180	9188660	562619
74151	0	7673023	618584	223103	9188660	599799
65670	0	7875226	578546	169925	9188660	499293
41592	0	8265878	298247	144670	9188660	438273
49854	0	8144458	375102	160874	9188660	458372
51511	0	8111955	405300	161873	9188660	458021
47697	0	8156068	400224	129572	9188660	455099
74813	0	7633148	640759	212270	9188660	627670
59289	0	7941248	468447	198761	9188660	520915
123526	0	5886755	920988	361845	9188660	1895546
47721	0	8155403	392634	131838	9188660	461064
48397	0	8115973	362121	180094	9188660	482075
20156	0	8606300	151295	54788	9188660	356121
20592	0	8618824	150221	66494	9188660	332529
21883	0	8602107	143489	82057	9188660	339124
20526	0	8619169	134420	71660	9188660	342885
42461	0	8189122	358942	101459	9188660	496676
43878	0	8112494	328040	147805	9188660	556443
47745	0	8027890	376934	152428	9188660	583663
52404	0	8063389	421099	179851	9188660	471917
52318	0	8078662	431764	158686	9188660	467230
50423	0	8109645	408960	163225	9188660	456407
47376	0	8141912	378830	139244	9188660	481298
48806	0	8098417	407079	141192	9188660	493166
50040	0	8125460	417236	152041	9188660	443883
69032	0	7591628	606875	192011	9188660	729114
30548	0	8436980	239971	98108	9188660	383053
29091	0	8485406	229030	82892	9188660	362241
34059	0	8395420	258606	120993	9188660	379582
79575	0	7460535	682833	222308	9188660	743409
75304	0	7606392	629536	223203	9188660	654225
43934	0	8262662	379262	116003	9188660	386799
41262	0	8294704	347966	115317	9188660	389411
47997	0	8176875	429135	129274	9188660	405379
44945	0	8217541	391927	114751	9188660	419496
42950	0	8295674	332227	145885	9188660	371924
27378	0	8512166	219465	75990	9188660	353661
27493	0	8509459	227051	63672	9188660	360985
62550	0	7976221	548955	165580	9188660	435354
43306	0	8277691	314342	143357	9188660	409964
60023	0	7830064	493519	194794	9188660	610260
52162	0	8123638	417940	171304	9188660	423616
53840	0	8065967	465378	160351	9188660	443124
58355	0	7981631	535850	140368	9188660	472456
52053	0	8032813	412464	173179	9188660	518151
44054	0	8237970	363813	115744	9188660	427079
40485	0	8276928	313306	127340	9188660	430601
190316	0	4307002	1525347	492347	9188660	2673648
188791	0	4386880	1624182	432264	9188660	2556543
149300	1628288	3590194	1311660	376135	9188660	2133083
47669	185755	7661053	424219	119878	9188660	750086
88069	1228199	5579766	829638	186449	9188660	1276539
69728	2850079	4465475	575381	199264	9188660	1028733
49341	0	8154046	376459	169112	9188660	439702
37984	0	8350471	275109	145350	9188660	379746
42593	0	8153587	334256	129250	9188660	528974
30804	0	8427686	252401	94724	9188660	383045
30487	0	8449622	243357	89400	9188660	375794
30113	0	8466464	270742	63753	9188660	357588
74365	0	7584386	612618	235288	9188660	682003
70065	0	7655021	557097	246551	9188660	659926
44192	0	8270964	372667	128946	9188660	371891
54942	0	8067783	418970	206512	9188660	440453
51170	919538	6935381	443817	132206	9188660	706548
26451	0	8530411	207309	73198	9188660	351291
1231	0	8954686	0	0	9188660	232743
44441	0	8235755	354279	151273	9188660	402912
102381	0	8159670	399658	150455	9188660	376496
97307	0	8149431	348103	160203	9188660	433616
71920	0	8353938	230214	127292	9188660	405296
65415	0	8462628	223483	86180	9188660	350954
51177	0	8554893	175629	54789	9188660	352172
95928	0	8151172	328487	158715	9188660	454358
76255	0	8301929	272143	95124	9188660	443209
74556	0	8372541	284154	101730	9188660	355679
82425	0	8291068	283322	118366	9188660	413479
186067	0	7558281	770393	255383	9188660	418536
95069	0	8163549	354772	127851	9188660	447419
82408	0	8297654	290707	125231	9188660	392660
97638	0	8178869	348711	144206	9188660	419236
82210	0	8291903	329630	96850	9188660	388067
103416	0	8145858	348754	156927	9188660	433705
139155	0	7830424	562196	179475	9188660	477410
66786	0	8414517	242712	76536	9188660	388109
54392	0	8536267	158598	80753	9188660	358650
56388	0	8497726	204680	78809	9188660	351057
70224	0	8396886	246035	93117	9188660	382398
73162	0	8368319	269440	84065	9188660	393674
75847	0	8333797	244004	126996	9188660	408016
135256	0	7848136	504524	201297	9188660	499447
135391	0	7805847	523130	187257	9188660	537035
88650	0	8288093	321476	99726	9188660	390715
2308	0	8955951	0	0	9188660	230401
68145	0	8412039	245174	85572	9188660	377730
189567	0	7423104	760587	301869	9188660	513533
79486	0	8272406	273127	118491	9188660	445150
185605	0	7421048	767324	250457	9188660	564226
85936	0	8248252	300233	126787	9188660	427452
76296	0	8336123	259058	107274	9188660	409909
123047	0	7959552	443371	198594	9188660	464096
64963	0	8424367	216455	92833	9188660	390042
89209	0	8203736	316934	140348	9188660	438433
76688	0	8324378	272334	124610	9188660	390650
83137	0	8307780	286671	130601	9188660	380471
176472	0	7473066	737033	212849	9188660	589240
108626	0	8064409	438251	143346	9188660	434028
2375	0	8957380	0	0	9188660	228905
93161	0	8250453	341633	134046	9188660	369367
87831	0	8228091	313527	126408	9188660	432803
74610	0	8356836	253377	123308	9188660	380529
4576	0	8913748	0	0	9188660	270336
115603	0	8020987	512825	119576	9188660	419669
101486	0	8123024	350587	166869	9188660	446694
117159	0	7984725	466969	152659	9188660	467148
245488	1621513	4531433	1040356	357200	9188660	1392670
65431	0	8426322	213674	97444	9188660	385789
84747	0	8282361	321744	97916	9188660	401892
93074	0	8205958	369748	119776	9188660	400104
67535	0	8408997	201244	124417	9188660	386467
106365	0	8062750	407033	157828	9188660	454684
83840	0	8305261	307660	103584	9188660	388315
143830	0	7749793	605971	165458	9188660	523608
81465	0	8329702	320815	89340	9188660	367338
147588	0	7780921	541078	245069	9188660	474004
102415	0	8119218	378226	141418	9188660	447383
83965	0	8287736	312838	101838	9188660	402283
108250	0	8072520	428814	151078	9188660	427998
74761	0	8351752	286505	83674	9188660	391968
68263	0	8437259	242526	92816	9188660	347796
68627	0	8402595	242265	94999	9188660	380174
1692	0	8977941	0	0	9188660	209027
72626	0	8386526	296922	61030	9188660	371556
61997	0	8425485	198880	98139	9188660	404159
61353	0	8433922	232756	72200	9188660	388429
220583	0	6333346	958125	278918	9188660	1397688
104855	0	8100862	398624	150605	9188660	433714
176907	0	7504550	694346	275410	9188660	537447
73641	0	8366238	264748	105771	9188660	378262
63778	0	8397765	219762	94753	9188660	412602
70631	0	8379728	243780	99802	9188660	394719
68318	0	8382307	244672	95091	9188660	398272
72122	0	8361499	245525	104266	9188660	405248
233127	817354	5486492	898759	362552	9188660	1390376
65658	0	8442686	237662	74519	9188660	368135
92572	0	8204930	330548	143383	9188660	417227
42694	0	8627088	128191	64317	9188660	326370
136461	0	7818205	524384	191348	9188660	518262
39745	0	8650225	127938	47834	9188660	322918
121047	0	7938573	442202	184776	9188660	502062
115417	0	7969914	432795	170639	9188660	499895
69260	0	8382350	253084	97429	9188660	386537
146010	0	7753583	621720	160140	9188660	507207
194652	0	7435045	770486	302627	9188660	485850
109873	0	8078165	408592	155431	9188660	436599
56903	0	8503430	192979	68447	9188660	366901
185774	0	7442415	717303	292618	9188660	550550
64609	0	8476548	235323	70503	9188660	341677
60919	0	8507475	180272	82344	9188660	357650
43773	0	8602949	132655	70645	9188660	338638
89577	0	8191063	304749	149455	9188660	453816
3114	0	8943072	0	0	9188660	242474
102026	0	8134851	348634	177500	9188660	425649
117039	0	8011726	493341	142596	9188660	423958
105007	0	8130888	402138	165762	9188660	384865
75773	0	8343953	283088	90900	9188660	394946
54122	0	8393026	194814	87436	9188660	459262
59440	0	8482605	222542	69682	9188660	354391
69434	0	8390055	254121	79633	9188660	395417
287612	0	5579285	1154254	425476	9188660	1742033
70729	0	8351107	256144	92357	9188660	418323
75605	0	8369903	276701	97737	9188660	368714
89561	0	8257125	324226	119247	9188660	398501
40282	0	8657476	135600	37148	9188660	318154
166936	0	7672899	657267	259985	9188660	431573
2012	0	8972366	0	0	9188660	214282
81077	0	8297610	252545	145193	9188660	412235
143370	0	7701442	548504	211398	9188660	583946
116193	0	7958768	406697	178573	9188660	528429
122332	0	7940126	456433	180782	9188660	488987
2526	0	8962908	0	0	9188660	223226
109471	0	7991895	429391	136151	9188660	521752
167433	0	7052270	680283	242857	9188660	1045817
73596	0	8361576	290500	95543	9188660	367445
98942	0	8117851	369707	136834	9188660	465326
89433	0	8227638	383211	89914	9188660	398464
70256	0	8386945	263170	93332	9188660	374957
111931	0	8042584	403887	181536	9188660	448722
56200	0	8501228	179493	71459	9188660	380280
68223	0	8400416	230497	91152	9188660	398372
100352	0	8155628	367987	138423	9188660	426270
2865	0	8967797	0	0	9188660	217998
2363	0	8966305	0	0	9188660	219992
94298	0	8213934	322018	145806	9188660	412604
113200	0	8010398	399926	183216	9188660	481920
75863	0	8359826	289644	88612	9188660	374715
82319	0	8328076	301405	99990	9188660	376870
101623	0	8142002	369942	150894	9188660	424199
76249	0	8377245	282030	92052	9188660	361084
98283	0	8187342	314793	199123	9188660	389119
54453	0	8538458	172676	72959	9188660	350114
112383	0	7984320	469540	130239	9188660	492178
80753	0	8326344	283139	121066	9188660	377358
110049	0	8076695	400028	185076	9188660	416812
81887	0	8326880	310142	94052	9188660	375699
96366	0	8187579	347682	128919	9188660	428114
49305	0	8566979	150914	68850	9188660	352612
69245	0	8401372	221401	100265	9188660	396377
124481	0	7826916	515543	159609	9188660	562111
202702	419910	6001679	834735	299646	9188660	1429988
410740	4275588	4118668	0	0	9188660	383664
262303	0	6385320	1100667	358414	9188660	1081956
82578	0	8328470	287102	111099	9188660	379411
78119	0	8314296	273506	117395	9188660	405344
105756	0	8120924	354706	187922	9188660	419352
485689	4886238	3414249	0	0	9188660	402484
104174	0	8108580	390697	143277	9188660	441932
238211	0	7128293	1005933	315619	9188660	500604
174423	0	7639900	746070	204339	9188660	423928
193749	1873806	6705614	0	0	9188660	415491
282095	416840	5052025	1224890	364910	9188660	1847900
81015	0	8291420	309537	104947	9188660	401741
137283	0	7848247	524856	204840	9188660	473434
191911	0	7378887	824364	234929	9188660	558569
129311	0	7842180	479290	192917	9188660	544962
197932	1835034	4731832	757231	317896	9188660	1348735
337769	0	5168710	1325854	461486	9188660	1894841
3881	0	8895091	0	0	9188660	289688
43504	0	8604735	118665	47237	9188660	374519
418280	1474230	2257967	1702515	577080	9188660	2758588
269052	1993479	3678481	1050793	373790	9188660	1823065
180319	2832612	5843906	0	0	9188660	331823
205262	2541133	3886129	904666	243394	9188660	1408076
89045	0	8266530	291482	148734	9188660	392869
210398	3661418	3353544	886242	262207	9188660	814851
107304	0	7919365	377302	167278	9188660	617411
156771	0	7650031	623172	220726	9188660	537960
339062	1019642	4226662	1426218	458873	9188660	1718203
98021	0	8164199	381596	124205	9188660	420639
80404	0	8335624	326289	73329	9188660	373014
191819	0	7375592	802824	248748	9188660	569677
65384	0	8407127	243759	80616	9188660	391774
183592	0	7371181	764172	238161	9188660	631554
58190	0	8539992	200799	64431	9188660	325248
58995	0	8462057	160395	113102	9188660	394111
65273	1044957	7405094	225827	85010	9188660	362499
152053	1560164	5676657	604768	219136	9188660	975882
82780	429737	7869373	252261	150028	9188660	404481
8637	803668	8156790	0	0	9188660	219565
64209	1273068	7145943	234100	79980	9188660	391360
188712	711701	5923299	820710	205394	9188660	1338844
284009	1264468	4837256	1110011	420078	9188660	1272838
91529	0	8239975	296770	147025	9188660	413361
160300	2966463	4263648	595400	242633	9188660	960216
153950	1821710	5426421	652775	188627	9188660	945177
95238	0	8180631	366610	98754	9188660	447427
337841	2302075	2614977	1360125	463592	9188660	2110050
76291	519640	7807158	287282	83893	9188660	414396
136322	0	7866290	517112	214998	9188660	453938
299554	2121201	3092053	1250188	386428	9188660	2039236
58188	0	8509765	174436	78123	9188660	368148
107879	1023098	7092160	422214	143114	9188660	400195
244049	2754138	3137796	951158	374027	9188660	1727492
242950	1807902	4324304	1025644	314710	9188660	1473150
210620	716136	5682535	857742	271977	9188660	1449650
111830	1691896	6020386	445678	153147	9188660	765723
57961	0	8487055	198703	81868	9188660	363073
124120	197003	7335080	468379	180630	9188660	883448
2208	0	8963764	0	0	9188660	222688
76782	394311	7919927	243083	124173	9188660	430384
446474	1064878	2155250	1831716	570577	9188660	3119765
87867	2097935	6170179	319841	102467	9188660	410371
67110	0	8444010	201011	115004	9188660	361525
94392	0	8178860	346286	138639	9188660	430483
157009	2352156	4800425	600627	247778	9188660	1030665
173480	425086	7045123	612170	302069	9188660	630732
216676	1691296	6814862	0	0	9188660	465826
61064	537778	7899303	204919	72086	9188660	413510
296037	1715108	3558351	1196431	425655	9188660	1997078
290867	369340	5653002	1260922	348881	9188660	1265648
3044	0	8940045	0	0	9188660	245571
153258	0	7722034	589616	215099	9188660	508653
37976	2368832	6277097	113655	46401	9188660	344699
279754	1358129	4068209	1132719	350835	9188660	1999014
79656	0	8326871	257871	128864	9188660	395398
242965	3423972	2751190	1011818	314546	9188660	1444169
187488	1341198	5336765	743401	253229	9188660	1326579
98481	0	8146814	340290	154773	9188660	448302
125040	0	7873560	479442	168928	9188660	541690
371159	966833	3482025	1475374	533879	9188660	2359390
214998	404843	5854055	865115	308607	9188660	1541042
233787	864429	5170928	944295	361916	9188660	1613305
202301	3807093	2749549	852806	279014	9188660	1297897
93067	663185	7401353	348701	136496	9188660	545858
116748	1258590	6413908	414401	186377	9188660	798636
169276	1654520	5338746	685440	222459	9188660	1118219
419429	982212	2992697	1764888	541949	9188660	2487485
53952	0	8527818	163622	82579	9188660	360689
384298	2323152	2154109	1528756	566828	9188660	2231517
233922	225151	6574962	963345	320257	9188660	871023
215289	0	7094351	741682	412111	9188660	725227
217921	4437681	2236628	914612	309425	9188660	1072393
124130	1802735	5769047	557900	112268	9188660	822580
165543	0	7326611	612196	273451	9188660	810859
351709	1175004	3385360	1423116	489117	9188660	2364354
323405	689356	4630141	1350993	474680	9188660	1720085
160607	0	7670274	632007	222331	9188660	503441
374802	1226570	2905335	1546263	485431	9188660	2650259
292702	2052937	3339550	1184057	399903	9188660	1919511
352912	2791336	1849264	1499827	459239	9188660	2236082
176730	0	7127778	704537	268085	9188660	911530
297059	288546	5007850	1255600	402927	9188660	1936678
34944	114679	8532584	117760	39766	9188660	348927
143803	0	7764718	566808	196237	9188660	517094
309394	2561730	2460782	1209032	445337	9188660	2202385
41659	1307482	7310304	143222	46871	9188660	339122
371223	1556456	2924699	1521695	528872	9188660	2285715
234027	4740236	1518362	965497	320877	9188660	1409661
142704	0	7593046	516157	228480	9188660	708273
130939	0	7962142	472996	187949	9188660	434634
336421	1818834	2941900	1431204	400687	9188660	2259614
196752	1480902	5084770	818302	253335	9188660	1354599
62283	97647	8319887	224802	76439	9188660	407602
177560	0	6886009	708695	253930	9188660	1162466
349674	1394162	3260100	1413665	490043	9188660	2281016
129060	1181622	6785553	470357	206971	9188660	415097
171520	0	7353743	702457	240837	9188660	720103
59722	0	8490453	207911	82087	9188660	348487
373388	1951127	2490065	1518620	511040	9188660	2344420
287787	2740602	2524828	1230148	386415	9188660	2018880
293095	2658002	5812503	0	0	9188660	425060
109099	0	8066003	398715	134235	9188660	480608
125724	1028276	6870271	465003	194122	9188660	505264
254252	797052	5713922	990659	383258	9188660	1049517
122309	0	7985151	453780	174173	9188660	453247
167432	563456	6750246	665395	245922	9188660	796209
93876	0	8206214	379410	102445	9188660	406715
229495	634215	5610197	951902	319718	9188660	1443133
167965	3938513	3161000	691884	246516	9188660	982782
294647	2791614	2580301	1176029	428543	9188660	1917526
69838	0	8402097	252258	94850	9188660	369617
365888	520090	3879909	1456762	527245	9188660	2438766
192492	3190357	3411534	816679	254838	9188660	1322760
158173	488608	7262523	601487	239839	9188660	438030
41569	418648	8204053	131326	54950	9188660	338114
149213	553388	6939115	614807	181358	9188660	750779
263063	1540228	4149581	1097635	362282	9188660	1775871
129885	0	7756248	528335	167779	9188660	606413
363704	1454863	3132231	1546930	476136	9188660	2214796
88134	0	8239950	340688	94543	9188660	425345
69739	0	8367267	221006	124975	9188660	405673
186960	0	6937697	746820	247589	9188660	1069594
353388	828850	4279443	1548763	436983	9188660	1741233
184243	2365685	4593496	769594	217783	9188660	1057859
170699	0	7003720	691352	225831	9188660	1097058
294179	1987614	3374211	1186654	418765	9188660	1927237
174211	2073683	4776295	666975	285925	9188660	1211571
2389	0	8945454	0	0	9188660	240817
4208	0	8914045	0	0	9188660	270407
124800	225485	7703762	521016	160276	9188660	453321
3081	0	8941071	0	0	9188660	244508
42301	0	8605468	131950	35069	9188660	373872
313707	1061305	4465015	1305330	447550	9188660	1595753
76683	0	8352018	277544	104536	9188660	377879
94583	534886	7586404	342718	137488	9188660	492581
321851	999841	3995023	1327427	459454	9188660	2085064
1801	0	8968308	0	0	9188660	218551
248363	326517	5429754	1000403	337658	9188660	1845965
231236	2197653	3935380	1016736	303951	9188660	1503704
308811	1308381	3851538	1276347	408523	9188660	2035060
12381	575279	8369248	0	0	9188660	231752
104724	0	8090095	364632	156447	9188660	472762
193941	1564196	5000781	863189	219745	9188660	1346808
67021	2288253	6595656	0	0	9188660	237730
60998	354883	8150190	174433	102983	9188660	345173
355330	2048309	2567904	1501662	483830	9188660	2231625
100840	0	8150578	307678	206821	9188660	422743
244850	1690238	4783889	986633	346963	9188660	1136087
2052	0	8946555	0	0	9188660	240053
275043	2161917	3378244	1120661	395157	9188660	1857638
113789	0	8019824	452352	157996	9188660	444699
86342	0	8295286	295873	130227	9188660	380932
347456	1774442	2926853	1482329	421774	9188660	2235806
318322	1131539	3915231	1232897	482251	9188660	2108420
371714	0	4317839	1388917	513421	9188660	2596769
154232	0	7309984	630212	238959	9188660	855273
82931	0	8341932	286128	112812	9188660	364857
186897	720510	5939865	735931	267524	9188660	1337933
380107	1032313	3500780	1600348	509988	9188660	2165124
355237	1947765	2582556	1507169	460945	9188660	2334988
106027	0	8123514	357688	152303	9188660	449128
86493	0	8278147	323743	120141	9188660	380136
59939	0	8441139	211517	66610	9188660	409455
347002	760326	4020626	1484031	457238	9188660	2119437
60256	0	8446938	204558	83884	9188660	393024
82957	0	8236350	329225	91154	9188660	448974
106851	0	7874778	403059	178639	9188660	625333
367249	0	4390471	1449319	455455	9188660	2526166
285947	667252	4614123	1159133	431552	9188660	2030653
77172	0	8315734	297890	87768	9188660	410096
196265	1102663	5454701	840666	248054	9188660	1346311
294274	1428863	3990491	1224522	396415	9188660	1854095
125665	0	7918550	494182	182603	9188660	467660
37804	0	8653855	110739	50078	9188660	336184
90706	0	8212573	324911	128591	9188660	431879
142448	627702	7079194	564324	215246	9188660	559746
129744	0	7863123	458484	228912	9188660	508397
337045	3632357	4829350	0	0	9188660	389908
1651	0	8979280	0	0	9188660	207729
306589	1179697	3854098	1287195	418128	9188660	2142953
140588	473382	7295748	527572	221433	9188660	529937
44924	0	8613640	120202	50620	9188660	359274
185647	0	7379289	751574	257129	9188660	615021
310806	660688	4797066	1291514	391076	9188660	1737510
254739	2611241	5920789	0	0	9188660	401891
118715	0	7906227	443929	178704	9188660	541085
296881	0	6183905	1265569	411964	9188660	1030341
64432	0	8400932	198929	108123	9188660	416244
46400	0	8584299	139977	48522	9188660	369462
259077	2213688	3673748	1068565	355032	9188660	1618550
64133	0	8454345	209556	92278	9188660	368348
47850	0	8567443	147718	73376	9188660	352273
290768	664329	4720893	1192843	394453	9188660	1925374
85947	0	8270062	328543	105693	9188660	398415
72601	0	8374217	215021	122764	9188660	404057
252850	0	6728811	1039140	357666	9188660	810193
407960	732771	3287172	1638390	548293	9188660	2574074
195912	0	6850434	807112	315141	9188660	1020061
257601	1934078	4050722	1080056	334791	9188660	1531412
62562	0	8407605	214684	85311	9188660	418498
77146	0	8341036	226587	125415	9188660	418476
371029	0	4237107	1406255	483884	9188660	2690385
396851	752368	3322553	1655518	537101	9188660	2524269
69082	0	8434327	263176	66437	9188660	355638
41921	0	8622677	142479	41954	9188660	339629
88215	0	8260205	297686	149426	9188660	393128
80855	0	8310982	260641	142319	9188660	393863
295381	0	5593008	1235336	394633	9188660	1670302
50443	0	8568078	166180	66066	9188660	337893
392656	1565663	2802419	1642965	555174	9188660	2229783
81175	0	8325918	297855	108478	9188660	375234
169597	0	7394046	687255	251385	9188660	686377
84068	0	8236632	293726	125340	9188660	448894
397153	0	4104133	1596412	564675	9188660	2526287
110780	0	8053154	438025	158027	9188660	428674
236503	1077349	5145779	991929	301525	9188660	1435575
180366	0	7114311	734786	255343	9188660	903854
335673	1607686	3172679	1366174	483120	9188660	2223328
440358	1023622	2485508	1826958	571231	9188660	2840983
152286	0	7641057	608509	205980	9188660	580828
147323	0	7625553	606788	162668	9188660	646328
67902	0	8416606	207471	118511	9188660	378170
380196	850684	3332291	1579836	520560	9188660	2525093
110096	0	8026013	418290	159763	9188660	474498
2116	0	8953112	0	0	9188660	233432
264274	3071095	2627172	1075065	348414	9188660	1802640
35336	0	8675328	106903	39808	9188660	331285
193560	0	6897260	746190	302333	9188660	1049317
93771	0	8188297	374963	114005	9188660	417624
371012	0	4436353	1472502	459020	9188660	2449773
123682	0	7955511	449546	208153	9188660	451768
78322	0	8350657	284129	96599	9188660	378953
235348	1668827	4701223	936786	351869	9188660	1294607
432732	779352	2713709	1766376	590188	9188660	2906303
288639	0	5397929	1180472	401722	9188660	1919898
39841	0	8627660	122754	51573	9188660	346832
2551	0	8949382	0	0	9188660	236727
147669	0	7462941	568151	233733	9188660	776166
43464	0	8613572	144978	44860	9188660	341786
92547	0	8207144	351920	121145	9188660	415904
338853	0	4803156	1351614	467539	9188660	2227498
162082	1686491	5554251	602283	254635	9188660	928918
130648	0	7673221	501183	180812	9188660	702796
93008	0	8273798	321924	123846	9188660	376084
2572	0	8963891	0	0	9188660	222197
340470	3291532	5150456	0	0	9188660	406202
170824	0	7544755	674830	224904	9188660	573347
419298	992587	2753304	1712498	552978	9188660	2757995
68056	1983818	6887574	0	0	9188660	249212
278088	0	5767082	1100259	401100	9188660	1642131
78571	0	8292778	270981	124086	9188660	422244
89391	795725	7931873	0	0	9188660	371671
28387	259271	8554831	0	0	9188660	346171
2773	0	8942469	0	0	9188660	243418
123409	0	7663089	481606	182726	9188660	737830
314307	826337	4272555	1251049	455555	9188660	2068857
398972	0	3939080	1548017	500983	9188660	2801608
90389	0	8260017	353396	90557	9188660	394301
2685	0	8968331	0	0	9188660	217644
91191	0	8244053	351227	119220	9188660	382969
99863	0	8130228	357619	167095	9188660	433855
134921	0	7828126	503029	211600	9188660	510984
310656	711217	4373524	1309601	390088	9188660	2093574
108175	0	8075609	376454	166983	9188660	461439
88619	0	8228293	334484	126120	9188660	411144
192679	0	6834262	821243	261479	9188660	1078997
244109	0	6625130	968209	378534	9188660	972678
273197	0	5936398	1113273	437192	9188660	1428600
220155	0	6398109	902706	311574	9188660	1356116
47530	0	8578150	161240	63822	9188660	337918
2644	0	8946041	0	0	9188660	239975
290225	0	5689325	1195888	380611	9188660	1632611
119726	1595202	7147350	0	0	9188660	326382
360261	0	4697682	1475800	447292	9188660	2207625
333990	1481164	3207653	1419762	426470	9188660	2319621
253965	683572	5065663	1094706	317518	9188660	1773236
222745	2504705	3665101	935346	257745	9188660	1603018
118102	0	7725249	446743	181912	9188660	716654
398073	0	4013056	1592772	556978	9188660	2627781
173140	0	7493188	694022	241237	9188660	587073
131256	0	7715022	474272	198916	9188660	669194
266503	0	6147739	1107117	361169	9188660	1306132
196403	0	7141008	736881	332165	9188660	782203
164086	0	7325179	662295	233944	9188660	803156
267954	0	5920378	1097535	415729	9188660	1487064
255469	0	6085126	1063428	360362	9188660	1424275
176680	0	7284515	676514	270105	9188660	780846
73261	0	8360766	283089	96578	9188660	374966
94720	0	8175117	339811	135259	9188660	443753
114293	0	8006884	447295	153731	9188660	466457
264589	0	6311284	1072847	380315	9188660	1159625
266683	0	5609399	1061632	365473	9188660	1885473
164027	0	7298987	687940	207422	9188660	830284
196757	0	7244719	815549	253397	9188660	678238
325027	0	5481354	1359818	457745	9188660	1564716
370381	0	4270144	1448548	482562	9188660	2617025
354795	0	4451830	1399973	435472	9188660	2546590
338829	1002246	3909265	1404658	460929	9188660	2072733
231227	0	6680344	903520	356552	9188660	1017017
151514	0	7556525	569085	220683	9188660	690853
236032	0	6900650	978932	308869	9188660	764177
293818	2157238	3057602	1238896	377673	9188660	2063433
375193	1260047	2876953	1562246	504174	9188660	2610047
82865	0	8283978	300954	95141	9188660	425722
